cc_call_ratio,low_engagement,tenure_bucket,Band,Anchor_Group,Payment_Method,Payment_Timeframe,Renewal_Year,Sustainability_Score,Total_Renewal_Score_New,Auto_Renewal_Score,Anchoring_Score,Tenure_Scores,churn,negative_calls,complaint_calls,cancel_intent_calls,switching_intent_calls,cc_complaint_calls,cc_financial_stress_calls,cc_pricing_issue_calls,cc_platform_issue_calls,cc_support_dissatisfaction_calls,email_complaints,email_negative_exp,email_financial_issue,email_price_issue,low_payment_intent_count,email_interactions
0.0,0,TB_5-10,band c1,10+,bacs,-7.0,2024,9.0,44.0,8,9.5,9.5,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0
0.0,0,TB_5-10,band c1,2,bacs,-3.0,2024,8.0,34.5,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
0.0,0,TB_10+,band c1,4 to 9,bacs,-2.0,2024,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0
0.0,0,TB_5-10,band c1,3,bacs,-39.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
0.0,0,TB_10+,band c1,3,bacs,-30.0,2025,8.0,43.5,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
0.0,0,TB_5-10,band c1,3,bacs,-70.0,2025,8.0,44.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
0.3333333333333333,0,TB_10+,band c1,3,bacs,16.0,2025,8.0,43.0,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,6.0
0.0,0,TB_10+,band c1,3,card,-5.0,2025,8.0,45.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0.5,0,TB_10+,band c1,3,bacs,-56.0,2025,9.5,45.0,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
0.0,0,TB_10+,band c1,3,card,-13.0,2025,8.0,45.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0,TB_5-10,band c1,3,bacs,-63.0,2025,8.0,44.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
0.0,0,TB_10+,band c1,10+,card,-12.0,2025,9.0,46.0,9,9.5,9.5,0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0
0.3333333333333333,0,TB_5-10,band c1,4 to 9,bacs,9.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
0.0,0,TB_5-10,band c1,4 to 9,bacs,1.0,2025,8.0,44.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
0.0,0,TB_10+,band c1,10+,bacs,-72.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0
0.25,0,TB_10+,band c1,10+,bacs,-20.0,2025,9.5,44.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,0,TB_5-10,band c1,4 to 9,card,-28.0,2025,9.5,45.5,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
0.3333333333333333,0,TB_5-10,band c1,4 to 9,bacs,-54.0,2025,8.0,44.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0,TB_5-10,band c1,4 to 9,bacs,-24.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
0.25,0,TB_10+,band c1,4 to 9,bacs,-55.0,2025,8.0,44.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
0.0,0,TB_5-10,band c1,4 to 9,bacs,-10.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
0.25,0,TB_10+,band c1,4 to 9,bacs,-47.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0,TB_10+,band c1,4 to 9,bacs,-34.0,2025,8.0,43.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.25,0,TB_5-10,band c1,4 to 9,card,-60.0,2025,8.0,45.0,9,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
0.0,0,TB_1-3,band c1,3,card,71.0,2025,9.0,44.0,9,8.5,8.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
0.0,0,TB_5-10,band c1,4 to 9,bacs,-49.0,2025,9.5,45.5,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,0,TB_1-3,band c1,4 to 9,bacs,-73.0,2025,9.5,44.5,8,9.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
0.0,0,TB_3-5,band c1,3,bacs,-40.0,2025,9.5,45.0,8,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0
0.0,0,TB_3-5,band c1,3,bacs,-72.0,2025,9.5,44.0,8,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
0.0,0,TB_1-3,band c1,3,bacs,-26.0,2025,9.5,44.5,8,9.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
0.0,0,TB_3-5,band c1,4 to 9,bacs,-6.0,2025,9.5,45.0,8,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
0.25,0,TB_1-3,band c1,3,bacs,14.0,2025,8.0,40.5,8,9.0,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
0.0,0,TB_1-3,band c1,2,card,2.0,2025,8.0,43.5,9,9.0,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
0.0,0,TB_5-10,band c1,2,card,2.0,2025,8.0,44.5,9,9.0,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
0.0,0,TB_5-10,band c1,2,bacs,-65.0,2025,8.0,43.5,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
0.4,0,TB_10+,band c1,2,card,-6.0,2025,9.5,46.0,9,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
0.0,0,TB_10+,band c1,2,bacs,-51.0,2025,8.0,42.5,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.0,0,TB_5-10,band c1,2,bacs,-73.0,2025,9.5,44.0,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0
0.3333333333333333,0,TB_10+,band c1,2,bacs,-60.0,2025,8.0,43.5,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
0.25,0,TB_5-10,band c1,2,bacs,-71.0,2025,8.0,43.5,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
0.0,0,TB_1-3,band c1,2,card,-8.0,2025,9.5,44.0,8,9.0,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,3.0
0.25,0,TB_5-10,band c1,2,bacs,-70.0,2025,8.0,41.5,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
0.0,0,TB_1-3,band c1,2,bacs,-66.0,2025,8.0,42.5,8,9.0,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
0.0,0,TB_3-5,band c1,2,bacs,-41.0,2025,9.5,44.5,8,9.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0.0,0,TB_3-5,band c1,2,card,1.0,2025,9.5,45.5,9,9.0,9.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0
0.0,0,TB_5-10,band c1,2,bacs,-52.0,2025,8.0,43.5,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
0.0,0,TB_10+,band c1,2,bacs,-33.0,2025,9.5,44.5,8,8.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
0.0,0,TB_5-10,band c1,2,bacs,-19.0,2025,8.0,44.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
0.0,0,TB_5-10,band c1,2,bacs,-50.0,2025,8.0,44.0,8,9.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,TB_5-10,band c1,2,card,-45.0,2025,9.5,45.5,9,8.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0
0.0,0,TB_1-3,band c1,2,card,-9.0,2025,9.5,42.5,8,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
0.0,0,TB_1-3,band c1,1,card,-3.0,2025,9.5,45.0,9,9.0,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
0.0,0,TB_5-10,band c1,1,card,-4.0,2025,8.0,44.5,9,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.25,0,TB_10+,band c1,1,bacs,2.0,2025,8.0,42.0,8,7.5,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
0.4,0,TB_5-10,band c1,1,bacs,-9.0,2025,9.0,44.5,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
0.0,0,TB_1-3,band c1,1,card,-13.0,2025,8.0,42.0,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
0.0,0,TB_5-10,band c1,1,bacs,-1.0,2025,9.0,42.5,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
0.0,0,TB_5-10,band c1,1,bacs,-7.0,2025,8.0,43.5,8,9.0,9.5,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
0.0,0,TB_1-3,band c1,1,card,2.0,2025,9.0,43.0,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
0.0,0,TB_10+,band c1,1,bacs,-58.0,2025,9.5,44.0,8,9.0,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
0.0,0,TB_1-3,band c1,1,card,2.0,2025,9.5,43.5,9,7.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
0.0,0,TB_1-3,band c1,1,card,-3.0,2025,9.5,44.5,9,8.5,8.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,8.0
0.0,0,TB_1-3,band c1,1,bacs,4.0,2025,8.0,41.0,8,8.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
0.6666666666666666,0,TB_3-5,band c1,1,bacs,3.0,2025,8.0,42.5,8,8.5,9.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
0.0,0,TB_1-3,band c1,1,card,-8.0,2025,8.0,43.0,9,8.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0,TB_1-3,band c1,1,card,3.0,2025,9.5,44.5,9,8.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
0.0,0,TB_1-3,band c1,1,card,2.0,2025,9.5,44.5,9,8.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,4.0
0.0,0,TB_1-3,band c1,1,card,30.0,2025,8.0,42.0,8,8.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
0.0,0,TB_10+,band c1,1,bacs,-25.0,2025,9.5,44.5,8,8.5,9.5,0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0
0.0,0,TB_1-3,band c1,1,card,2.0,2025,9.5,44.5,9,8.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0
0.0,0,TB_5-10,band c1,1,bacs,-11.0,2025,8.0,43.0,8,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0
0.0,0,TB_10+,band c1,1,bacs,-5.0,2025,8.0,43.0,8,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,4.0
0.0,0,TB_1-3,band c1,1,card,-2.0,2025,9.5,44.5,9,8.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
0.0,0,TB_1-3,band c1,1,card,5.0,2025,9.5,44.5,9,8.5,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
0.0,0,TB_5-10,band c1,1,bacs,-4.0,2025,9.5,44.5,8,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0.0,0,TB_3-5,band c1,1,bacs,-56.0,2025,9.5,44.0,8,8.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
0.5714285714285714,0,TB_3-5,band c1,1,bacs,-7.0,2025,8.0,42.5,8,8.5,9.0,0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0
0.25,0,TB_10+,band c1,1,card,-11.0,2025,9.0,45.0,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0
0.25,0,TB_10+,band c1,1,bacs,-20.0,2025,9.5,43.5,8,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.25,0,TB_5-10,band c1,1,bacs,-12.0,2025,8.0,43.0,8,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
0.0,0,TB_5-10,band c1,1,card,-7.0,2025,8.0,43.0,9,8.5,9.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
0.0,0,TB_3-5,band c1,1,card,-13.0,2025,8.0,43.5,9,8.5,9.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
0.0,0,TB_0-1,band c1,1,card,8.0,2025,8.0,41.5,9,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
0.0,0,TB_0-1,band c1,1,bacs,34.0,2025,8.0,40.5,9,8.5,8.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0
0.0,0,TB_0-1,band c1,1,card,24.0,2025,9.0,41.5,9,8.5,8.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
0.0,0,TB_0-1,band c1,1,card,7.0,2025,8.0,42.5,9,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
0.0,0,TB_0-1,band c1,1,bacs,5.0,2025,8.0,41.5,8,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0
0.0,0,TB_0-1,band c1,1,bacs,-20.0,2025,8.0,41.5,9,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0
0.0,0,TB_0-1,band c1,1,card,9.0,2025,9.5,44.0,9,8.5,8.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0
0.0,0,TB_0-1,band c1,1,bacs,-23.0,2025,9.5,43.0,8,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
0.0,0,TB_0-1,band c1,1,card,-4.0,2025,9.5,44.0,9,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
0.0,0,TB_0-1,band c1,1,bacs,10.0,2025,8.0,39.5,8,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
0.0,0,TB_0-1,band c1,1,card,6.0,2025,9.5,44.0,9,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,3.0
0.0,0,TB_0-1,band c1,1,card,-8.0,2025,8.0,42.5,9,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0
0.0,0,TB_0-1,band c1,1,bacs,-8.0,2025,8.0,40.5,8,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
0.0,0,TB_0-1,band c1,1,card,-16.0,2025,8.0,41.5,8,8.5,8.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0
0.0,0,TB_0-1,band c1,1,card,3.0,2025,8.0,42.5,9,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0
0.0,0,TB_0-1,band c1,1,card,-22.0,2025,8.0,42.5,9,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0
0.4,0,TB_0-1,band c1,1,bacs,-53.0,2025,9.5,43.0,8,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
0.0,0,TB_0-1,band c1,1,bacs,-42.0,2025,8.0,41.5,8,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
0.0,0,TB_0-1,band c1,1,bacs,-16.0,2025,8.0,41.5,8,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,0,TB_0-1,band c1,1,card,-71.0,2025,8.0,43.0,9,9.0,8.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0
0.0,0,TB_0-1,band c1,1,bacs,-15.0,2025,9.0,43.0,8,9.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
0.0,0,TB_0-1,band c1,1,bacs,-6.0,2025,9.5,43.5,8,9.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
0.0,0,TB_0-1,band c1,1,card,28.0,2025,8.0,43.0,9,9.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
0.0,0,TB_0-1,band c1,1,bacs,71.0,2025,9.5,43.5,8,9.0,8.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0
0.0,0,TB_0-1,band c1,1,card,1.0,2025,9.5,44.5,9,9.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0
0.0,0,TB_0-1,band c1,1,card,-68.0,2025,8.0,41.5,9,7.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0.0,0,TB_0-1,band c1,1,card,217.0,2025,9.0,33.0,9,7.5,7.5,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0
0.25,0,TB_0-1,band c1,2,card,-11.0,2025,9.5,44.0,9,8.5,8.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,9.0
0.0,0,TB_0-1,band c1,2,bacs,-58.0,2025,8.0,42.0,8,9.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0
0.0,0,TB_3-5,band c1,3,bacs,2.0,2025,9.5,45.0,8,9.5,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,4.0
0.0,0,TB_0-1,band c1,2,card,-29.0,2025,8.0,41.5,9,8.5,8.0,0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0
0.0,0,TB_0-1,band c1,2,card,-10.0,2025,8.0,43.5,9,9.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
0.0,0,TB_0-1,band c1,3,bacs,-1.0,2025,9.5,44.0,8,9.5,8.0,0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
0.0,0,TB_0-1,band c1,2,card,24.0,2025,8.0,41.5,9,8.5,8.0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0
0.0,0,TB_0-1,band c1,2,card,-1.0,2025,9.5,44.0,9,8.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0
0.0,0,TB_0-1,band c1,2,card,-28.0,2025,9.5,44.5,9,9.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
0.0,0,TB_0-1,band c1,4 to 9,bacs,-3.0,2025,9.5,42.0,8,9.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,4.0
0.25,0,TB_0-1,band c1,2,card,1.0,2025,9.5,44.5,9,9.0,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0
0.0,0,TB_0-1,band c1,4 to 9,bacs,-2.0,2025,8.0,42.5,8,9.5,8.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,5.0
0.2,0,TB_1-3,band c1,2,card,1.0,2025,9.5,45.0,9,9.0,8.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,3.0
0.0,0,TB_3-5,band c1,2,card,-23.0,2025,9.5,44.5,8,9.0,9.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0
0.0,0,TB_3-5,band c1,4 to 9,bacs,-13.0,2025,9.5,45.0,8,9.5,9.0,0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,0.0,1.0,3.0
