Contact_ID,Call_Date,Direction,cc_care_package,cc_care_package_discussed,cc_urgency_getting_on_site,cc_external_consultant,cc_agent_cross_sell_attempt,cc_customer_issues_concerns,cc_business_struggles_financial_hardship,cc_call_initiated_by,cc_questionnaire_completion,cc_chasing_response,cc_issues_within_questionnaire,cc_login_issues,cc_platform_issues,cc_dissatisfaction_time_to_complete,cc_process_complexity_concerns,cc_questions_harder_than_expected,cc_dissatisfaction_support,cc_contractor_sentiment,cc_contractor_sentiment_start_score,cc_contractor_sentiment_end_score,cc_contractor_sentiment_overall_score,cc_contractor_sentiment_issues_score,cc_pricing_mentioned,cc_pricing_sentiment_impact,cc_refund_discussed,cc_contractor_suggest_leave,cc_contractor_complained,Co_Ref,Analysed_Call,Call_Year
683260000000.0,2025-09-22,out_bound,standard,yes,no,no,no,no,no,customer,yes,no,yes,no,no,no,no,no,no,satisfied,50,90,90,80,no,no,no,no,yes,tx9944,1,2025
685446000000.0,2025-10-20,out_bound,not discussed,no,no,no,no,yes,no,agent,no,no,yes,no,no,no,no,no,no,neutral,50,80,80,80,yes,no,no,no,yes,st1140,1,2025
685631000000.0,2025-10-21,in_bound,not discussed,no,no,no,no,yes,yes,customer,no,no,,no,no,no,no,no,no,satisfied,20,80,80,not discussed,yes,no,no,no,yes,mh4456,1,2025
691479000000.0,2026-01-05,out_bound,standard,yes,no,no,no,no,no,agent,no,no,not applicable,no,no,no,yes,no,no,neutral,50,80,70,70,no,no,no,no,yes,cm5061,1,2026
624188000000.0,2025-04-17,in_bound,standard,yes,no,no,no,yes,yes,customer,no,no,not applicable,no,no,no,no,no,no,satisfied,50,90,90,90,yes,yes,no,no,yes,ol3308,1,2025
681068000000.0,2025-08-22,in_bound,not discussed,no,no,no,no,no,no,customer,no,no,,no,no,no,yes,no,no,neutral,40,80,80,60,yes,yes,no,no,yes,gg9386,1,2025
626245000000.0,2025-05-19,in_bound,not discussed,no,no,no,no,no,no,customer,no,no,not applicable,yes,yes,no,no,no,no,satisfied,40,90,80,80,no,no,no,no,yes,ta4653,1,2025
539384000000.0,2024-09-24,in_bound,not discussed,no,no,no,no,no,no,customer,no,no,,no,yes,no,yes,no,no,dissatisfied,20,60,40,40,yes,yes,no,no,yes,ez9806,1,2024
650829000000.0,2025-05-27,out_bound,express,yes,no,no,no,no,no,agent,no,no,,no,no,no,no,no,no,dissatisfied,20,60,40,40,yes,yes,no,no,yes,qj2773,1,2025
685774000000.0,2025-10-24,out_bound,off-stander,yes,no,no,no,no,no,agent,yes,no,no,yes,no,no,no,no,no,,,,,,,,,,,gb0929,1,2025
593975000000.0,2025-01-13,out_bound,not discussed,no,no,no,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,og4384,1,2025
684085000000.0,2025-10-02,out_bound,not discussed,no,no,no,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,ct9974,1,2025
594704000000.0,2025-01-24,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,at8880,1,2025
621541000000.0,2025-03-07,out_bound,express,yes,no,no,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,dt3907,1,2025
625852000000.0,2025-05-13,out_bound,standard,yes,no,no,no,no,yes,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,am3222,1,2025
624536000000.0,2025-04-22,out_bound,standard,yes,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,rr1296,1,2025
594425000000.0,2025-01-20,out_bound,not discussed,no,no,no,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,ge3672,1,2025
688889000000.0,2025-12-01,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,wf5054,1,2025
592897000000.0,2024-12-23,out_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,ws3875,1,2024
625381000000.0,2025-05-07,out_bound,not discussed,no,no,no,no,no,no,agent,no,no,yes,no,no,no,no,no,no,,,,,,,,,,,dk8115,1,2025
677234000000.0,2025-07-01,out_bound,not discussed,no,no,no,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,rl2987,1,2025
678522000000.0,2025-07-18,out_bound,not discussed,no,no,no,no,yes,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,wn5182,1,2025
592601000000.0,2024-12-18,out_bound,not discussed,no,yes,no,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,ry8458,1,2024
684084000000.0,2025-10-02,out_bound,standard,yes,no,no,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,bo1751,1,2025
689553000000.0,2025-12-09,out_bound,not discussed,no,no,no,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,ui4750,1,2025
687553000000.0,2025-11-14,out_bound,standard,yes,yes,no,no,no,no,customer,yes,no,yes,no,no,no,no,no,no,,,,,,,,,,,vn7601,1,2025
691479000000.0,2026-01-05,out_bound,not discussed,no,no,no,no,no,no,agent,no,no,no,yes,no,no,no,no,no,,,,,,,,,,,ho0145,1,2026
595926000000.0,2025-02-12,out_bound,not discussed,no,no,no,no,yes,no,customer,no,no,no,no,yes,no,no,no,yes,neutral,50,80,80,60,yes,yes,no,yes,yes,rt4709,1,2025
595746000000.0,2025-02-10,in_bound,express,yes,yes,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,"and the agent assisted him with the upgrade and arranged for the audit team to contact him regarding the principal contractor addition.""",satisfied,80,90,90,90,yes,no,the contractor was cooperative and appreciative of the agent's assistance.,not applicable,sd1274,1,2025
689008000000.0,2025-12-02,out_bound,express,yes,no,no,no,yes,yes,customer,no,no,no,no,no,no,no,no,no,neutral,50,80,80,20,yes,yes,no,yes,yes,sw9894,1,2025
589928000000.0,2024-11-05,in_bound,not discussed,no,no,no,no,yes,no,customer,no,no,no,no,no,no,yes,no,no,dissatisfied,20,60,40,40,yes,yes,no,yes,yes,lu4732,1,2024
625975000000.0,2025-05-14,out_bound,not discussed,no,no,no,no,yes,yes,agent,no,no,no,no,no,no,no,no,no,neutral,50,70,60,60,yes,yes,no,yes,yes,pf1649,1,2025
594136000000.0,2025-01-14,in_bound,not discussed,no,no,no,no,no,no,customer,no,no,no,no,yes,no,no,no,no,"despite having up-to-date insurance documents. the agent helped resolve the issue by manually updating the insurance information.""",satisfied,50,90,90,90,no,no,"the contractor was cooperative and sent the required documents to the agent via email, expressing appreciation for the help.",not applicable,nd1943,1,2025
597368000000.0,2025-03-05,out_bound,not discussed,no,no,no,no,no,yes,customer,no,no,no,no,yes,no,yes,no,no,dissatisfied,20,60,60,40,yes,yes,no,yes,yes,mq0009,1,2025
596486000000.0,2025-02-21,in_bound,not discussed,no,yes,no,no,no,no,customer,no,no,no,no,no,no,no,no,no,"explaining the necessary steps and potential costs.""",satisfied,50,90,90,90,yes,no,explained the necessary steps,"the contractor was cooperative and understanding throughout the call, and she agreed to follow the agent's instructions.",sh3647,1,2025
590737000000.0,2024-11-19,in_bound,not discussed,no,yes,no,no,yes,no,customer,no,no,no,no,yes,no,yes,no,yes,"which was caused by a payment issue that was already resolved.""",dissatisfied,20,80,80,20,no,no,the contractor was satisfied with the agent's actions and appreciated the explanation and resolution provided.,not applicable,ss3643,1,2024
651406000000.0,2025-06-04,in_bound,not discussed,no,yes,no,no,yes,no,customer,yes,no,no,yes,yes,no,yes,no,yes,dissatisfied,20,60,40,40,no,no,no,yes,yes,gm5295,1,2025
676351000000.0,2025-06-19,in_bound,not discussed,no,no,no,no,no,no,customer,yes,no,yes,no,no,no,yes,no,no,satisfied,50,80,80,80,no,no,no,"the contractor was appreciative of the agent's help and followed the agent's advice, feeling more confident in completing the questionnaire.",not applicable,di3728,1,2025
594294000000.0,2025-01-17,in_bound,not discussed,no,no,no,no,yes,no,customer,yes,no,yes,no,yes,no,yes,yes,yes,dissatisfied,20,80,80,20,yes,yes,no,yes,yes,nq7426,1,2025
690633000000.0,2025-12-23,out_bound,not discussed,no,no,no,no,no,no,customer,yes,no,no,no,no,no,yes,no,no,satisfied,50,90,90,90,no,no,no,the contractor was appreciative of the agent's help and agreed to complete the necessary steps upon their return.,not applicable,nl3111,1,2025
590439000000.0,2024-11-13,out_bound,standard,yes,no,no,no,yes,yes,customer,yes,no,no,no,yes,no,yes,no,yes,dissatisfied,40,60,50,40,yes,yes,no,yes,yes,og2129,1,2024
687552000000.0,2025-11-13,out_bound,not discussed,no,no,no,no,yes,yes,customer,yes,no,yes,no,no,no,yes,no,yes,neutral,50,80,70,70,no,no,no,yes,yes,gf3881,1,2025
596486000000.0,2025-02-20,out_bound,not discussed,no,no,no,no,no,no,customer,yes,no,yes,no,no,no,no,no,no,satisfied,50,90,90,90,no,no,no,"the contractor was appreciative and cooperative, and agreed to the agent's suggestions.",not applicable,ev6051,1,2025
621825000000.0,2025-03-13,out_bound,express,yes,no,no,no,yes,no,agent,no,no,no,no,no,no,yes,no,no,"which could simplify the accreditation process.""",satisfied,50,90,85,not discussed,no,no,the contractor was appreciative and receptive to the agent's assistance and information.,not applicable,xp3926,1,2025
623026000000.0,2025-03-31,out_bound,not discussed,no,yes,no,no,yes,no,agent,yes,no,no,no,no,no,yes,no,no,neutral,40,80,80,80,yes,no,no,yes,yes,hl6006,1,2025
622282000000.0,2025-03-19,in_bound,not discussed,no,no,no,no,no,no,customer,yes,no,yes,no,no,no,no,no,no,chris,transferred the call to athena,"who assisted with the issue.""",satisfied,50,90,90,90,no,"the contractor was appreciative and satisfied with the agent's actions, thanking them and expressing gratitude for the assistance.",wq5769,1,2025
686481000000.0,2025-10-31,out_bound,not discussed,no,no,no,no,no,no,agent,yes,no,yes,no,no,no,no,no,no,"reducing the required documentation.""",satisfied,50,90,90,not discussed,yes,no,the contractor agreed to receive the email and was appreciative of the agent's help.,not applicable,uc1131,1,2025
622409000000.0,2025-03-20,in_bound,not discussed,no,no,no,no,no,no,customer,yes,no,yes,no,no,no,no,no,no,and the agent,owen,"assisted with the process and informed the customer of a potential £60 charge.""",satisfied,80,90,90,90,no,"the contractor was cooperative and provided necessary information, and was willing to pay the potential charge to update their accreditation.",ex6790,1,2025
592748000000.0,2024-12-20,out_bound,standard,yes,no,no,no,yes,yes,agent,no,no,no,no,no,no,yes,no,no,dissatisfied,20,40,40,20,yes,yes,no,yes,yes,ls8142,1,2024
597237000000.0,2025-03-03,out_bound,not discussed,no,no,no,no,yes,no,agent,yes,no,yes,no,no,yes,yes,no,no,dissatisfied,20,40,30,20,no,no,no,yes,yes,oa6051,1,2025
690130000000.0,2025-12-15,out_bound,not discussed,no,no,no,no,yes,no,agent,yes,no,yes,no,no,yes,yes,no,no,dissatisfied,20,40,40,20,no,no,no,yes,yes,mh3500,1,2025
622846000000.0,2025-03-28,out_bound,not discussed,no,no,no,no,yes,yes,customer,yes,no,yes,no,no,yes,yes,no,no,dissatisfied,20,40,30,20,no,no,no,yes,yes,al6603,1,2025
677577000000.0,2025-07-07,out_bound,not discussed,no,no,no,no,yes,yes,customer,no,no,no,no,no,no,yes,no,no,dissatisfied,20,40,30,20,yes,yes,no,yes,yes,cp1439,1,2025
593697000000.0,2025-01-08,in_bound,standard,yes,yes,no,no,yes,yes,customer,yes,no,no,no,yes,yes,yes,no,no,dissatisfied,20,40,30,20,yes,yes,no,yes,yes,mq2886,1,2025
686119000000.0,2025-10-28,in_bound,premier,yes,yes,no,no,yes,yes,customer,no,no,,no,no,no,yes,no,no,dissatisfied,40,80,60,40,yes,yes,no,yes,yes,ka4596,1,2025
689200000000.0,2025-12-04,out_bound,not discussed,no,no,no,no,no,no,agent,no,no,no,no,no,no,yes,no,yes,dissatisfied,20,80,80,80,no,no,no,yes,yes,hq7947,1,2025
595127000000.0,2025-01-31,out_bound,standard,yes,no,no,no,yes,yes,agent,no,no,no,no,yes,no,no,no,no,dissatisfied,50,40,40,40,yes,yes,no,yes,yes,oy4702,1,2025
687862000000.0,2025-11-18,in_bound,not discussed,no,no,no,no,no,no,customer,yes,no,yes,no,no,yes,yes,yes,no,dissatisfied,50,20,20,20,no,no,no,yes,yes,ko4964,1,2025
691479000000.0,2026-01-05,out_bound,not discussed,no,no,no,no,yes,no,agent,no,no,no,no,yes,no,yes,no,yes,dissatisfied,50,70,60,40,yes,yes,no,yes,yes,pf0165,1,2026
597368000000.0,2025-03-05,out_bound,standard,yes,yes,no,no,yes,no,agent,yes,no,yes,no,yes,yes,yes,no,yes,dissatisfied,40,70,65,40,no,no,no,yes,yes,zp3956,1,2025
591234000000.0,2024-11-25,out_bound,not discussed,no,yes,no,no,yes,no,agent,yes,no,no,yes,no,yes,yes,no,yes,dissatisfied,20,80,80,80,yes,yes,no,yes,yes,mf7505,1,2024
624838000000.0,2025-04-28,in_bound,not discussed,no,no,no,no,yes,no,customer,yes,no,yes,no,yes,yes,yes,no,no,dissatisfied,20,30,20,20,no,no,no,yes,yes,bu2786,1,2025
650692000000.0,2025-05-27,out_bound,standard,yes,yes,no,no,yes,no,customer,no,no,no,no,yes,yes,no,no,no,neutral,50,80,80,80,yes,no,no,yes,yes,is7366,1,2025
689923000000.0,2025-12-12,in_bound,premier,yes,no,no,no,yes,yes,customer,yes,no,no,no,no,yes,yes,no,no,neutral,50,70,60,60,yes,yes,no,yes,yes,uu6901,1,2025
594581000000.0,2025-01-22,in_bound,not discussed,no,yes,no,no,yes,yes,customer,yes,no,yes,no,no,yes,yes,no,no,satisfied,20,90,90,90,yes,no,no,yes,yes,wi5321,1,2025
565596000000.0,2024-10-30,out_bound,not discussed,no,yes,no,no,yes,yes,agent,yes,no,no,no,no,yes,yes,no,no,neutral,40,80,70,60,yes,yes,no,yes,yes,ic3284,1,2024
681583000000.0,2025-08-29,in_bound,not discussed,no,yes,no,no,yes,yes,customer,yes,yes,no,yes,yes,yes,yes,no,yes,dissatisfied,20,60,40,20,yes,yes,no,yes,yes,xc2141,1,2025
689008000000.0,2025-12-02,in_bound,"funder package (initially), then express (upgraded)",yes,yes,no,no,yes,no,customer,no,yes,no,no,no,yes,yes,no,yes,satisfied,20,90,80,80,yes,yes,no,yes,yes,qt9395,1,2025
625974000000.0,2025-05-14,in_bound,standard,yes,yes,no,no,no,no,customer,no,yes,no,no,yes,yes,yes,no,no,dissatisfied,20,60,40,20,yes,yes,yes,yes,yes,tq6949,1,2025
686119000000.0,2025-10-28,in_bound,not discussed,no,no,no,no,yes,yes,customer,yes,yes,yes,no,no,no,yes,no,yes,dissatisfied,20,80,80,80,no,no,no,yes,yes,xr6976,1,2025
594137000000.0,2025-01-15,in_bound,not discussed,no,yes,no,no,yes,no,customer,yes,yes,yes,no,no,yes,yes,no,yes,dissatisfied,20,80,80,20,yes,yes,no,yes,yes,yc4159,1,2025
686118000000.0,2025-10-27,out_bound,not discussed,no,yes,no,no,no,no,customer,no,yes,no,no,no,no,yes,no,yes,dissatisfied,20,40,60,60,no,no,no,yes,yes,ks0499,1,2025
689553000000.0,2025-12-09,out_bound,standard,yes,no,no,no,yes,yes,customer,yes,yes,no,no,no,no,no,no,no,satisfied,50,90,90,not discussed,no,no,no,yes,yes,ns4560,1,2025
622105000000.0,2025-03-18,in_bound,not discussed,no,no,no,no,yes,yes,customer,yes,yes,no,no,no,yes,yes,no,yes,dissatisfied,20,60,40,20,yes,yes,no,yes,yes,bz1312,1,2025
622558000000.0,2025-03-25,in_bound,not discussed,no,no,no,no,no,no,customer,yes,yes,yes,yes,no,no,yes,no,yes,dissatisfied,20,60,40,40,yes,yes,no,yes,yes,im0130,1,2025
676791000000.0,2025-06-25,in_bound,standard,yes,yes,no,no,yes,yes,customer,yes,yes,no,no,no,yes,yes,no,yes,dissatisfied,20,80,60,40,yes,yes,no,yes,yes,vq0471,1,2025
590915000000.0,2024-11-21,out_bound,standard,yes,yes,no,no,yes,no,agent,no,yes,no,no,no,yes,yes,no,no,neutral,40,80,80,60,yes,yes,no,yes,yes,lf8056,1,2024
591369000000.0,2024-11-28,in_bound,not discussed,no,yes,no,no,yes,yes,customer,yes,yes,yes,no,yes,yes,yes,yes,no,dissatisfied,20,60,40,40,yes,yes,yes,yes,yes,en1598,1,2024
685241000000.0,2025-10-17,out_bound,standard,yes,no,no,no,yes,no,agent,yes,yes,no,no,yes,yes,yes,no,yes,dissatisfied,20,30,25,20,yes,yes,no,yes,yes,ns6625,1,2025
650830000000.0,2025-05-28,in_bound,not discussed,no,yes,no,no,yes,no,customer,yes,yes,yes,no,no,yes,yes,no,yes,dissatisfied,20,80,60,40,no,no,no,yes,yes,qc6976,1,2025
688704000000.0,2025-11-28,out_bound,standard,yes,no,no,no,no,no,customer,no,yes,yes,no,no,no,no,no,no,neutral,50,80,70,not discussed,yes,no,no,contractor was receptive to the information provided and agreed to discuss the upgrade option with their director.,not applicable,vg8524,1,2025
684955000000.0,2025-10-14,out_bound,standard,yes,no,no,no,no,no,customer,no,yes,no,no,no,no,no,no,no,,,,,,,,,,,le8019,1,2025
689718000000.0,2025-12-11,out_bound,not discussed,no,no,no,no,no,no,customer,no,yes,no,no,no,no,no,no,no,,,,,,,,,,,gc6933,1,2025
683927000000.0,2025-10-01,in_bound,not discussed,no,yes,no,no,no,no,customer,no,"which they believed was insurance-related.""",no,no,no,no,no,yes,no,"which the agent helped resolve by explaining that it was likely due to their insurance expiration date.""",satisfied,50,90,90,90,no,no,the contractor was appreciative of the agent's help and agreed to send over their insurance schedule to update their account.,not applicable,qw1445,1,2025
679627000000.0,2025-08-01,in_bound,assisted,yes,no,no,no,no,no,customer,yes,no,no,no,yes,no,yes,no,yes,dissatisfied,20,60,40,20,no,no,no,yes,yes,lv3620,1,2025
594833000000.0,2025-01-27,in_bound,not discussed,no,no,no,no,no,no,customer,yes,"which was identified as a system error.""",no,no,no,no,yes,no,no,satisfied,50,90,90,90,no,no,no,"the contractor was appreciative and thanked the agent for their help, expressing relief that the issue was resolved.",not applicable,eu0680,1,2025
683926000000.0,2025-10-01,out_bound,not discussed,no,no,no,no,yes,no,agent,yes,no,no,no,no,yes,yes,no,no,dissatisfied,20,60,40,20,no,no,no,yes,yes,tr2878,1,2025
689353000000.0,2025-12-05,in_bound,not discussed,no,no,no,no,no,no,customer,yes,"despite the documents being saved successfully.""",no,no,no,no,yes,no,no,"and the agent helped him resolve the issue.""",satisfied,80,100,95,95,no,no,the contractor was pleased with the agent's assistance and followed the provided steps to resolve the issue.,not applicable,lm2959,1,2025
650976000000.0,2025-05-29,in_bound,not discussed,no,no,no,no,no,no,customer,yes,""""" which they no longer offer. this caused a problem because they were being asked for a risk assessment for it as part of their compliance.""",no,no,no,no,no,no,no,owen,assisted ben and contacted kelly,"who was able to remove the category.""",satisfied,50,90,90,90,no,the contractor was satisfied with the agent's actions and thanked them for resolving the issue.,bk6626,1,2025
687352000000.0,2025-11-11,in_bound,standard,yes,yes,no,no,no,no,customer,yes,"and was unable to submit it due to missing sections and an exclamation mark on the insurances list.""",no,no,no,no,no,yes,no,"and the agent assisted her in resolving the issue.""",satisfied,20,90,90,20,no,no,the contractor was appreciative and relieved that the agent was able to assist her in resolving the issue and submitting the questionnaire.,not applicable,nd0997,1,2025
592072000000.0,2024-12-10,in_bound,not discussed,no,yes,no,no,yes,yes,customer,yes,yes,yes,no,yes,yes,yes,no,yes,dissatisfied,20,60,40,20,yes,yes,no,yes,yes,lh1267,1,2024
565434000000.0,2024-10-29,in_bound,premier,yes,yes,no,no,yes,yes,customer,yes,yes,no,yes,yes,yes,yes,no,yes,dissatisfied,10,80,70,80,no,no,no,yes,yes,ny2552,1,2024
683926000000.0,2025-10-01,in_bound,express,yes,yes,no,no,yes,yes,customer,yes,yes,no,no,no,yes,yes,no,no,dissatisfied,20,60,40,20,yes,yes,no,yes,yes,bt2639,1,2025
689923000000.0,2025-12-12,out_bound,not discussed,no,yes,yes,no,yes,no,customer,yes,and had difficulties with the portal,"including timing out and password issues.""",yes,no,yes,"the customer expressed frustration with the lengthy and complicated process, stating it should be easier and quicker, and that they've had better experiences in the past with more helpful consultants.",no,yes,dissatisfied,20,60,40,20,yes,yes,no,yes,yes,uh9693,1,2025
624342000000.0,2025-04-22,in_bound,not discussed,no,yes,yes,no,yes,no,customer,yes,yes,no,no,no,yes,yes,no,no,dissatisfied,20,60,40,20,yes,yes,no,yes,yes,fw0890,1,2025
677795000000.0,2025-07-08,out_bound,not discussed,no,no,yes,no,yes,yes,agent,yes,yes,no,no,yes,no,yes,no,yes,dissatisfied,20,80,60,20,yes,yes,no,yes,yes,ao5610,1,2025
652191000000.0,2025-06-17,in_bound,not discussed,no,no,yes,no,yes,yes,customer,yes,yes,yes,no,yes,yes,yes,no,yes,dissatisfied,20,40,40,20,yes,yes,no,yes,yes,ac3946,1,2025
686662000000.0,2025-11-03,out_bound,not discussed,no,no,yes,no,no,no,customer,no,yes,no,no,no,no,no,no,no,,,,,,,,,,,ez3669,1,2025
596362000000.0,2025-02-18,in_bound,standard/premier,yes,no,yes,no,yes,no,customer,yes,yes,no,no,no,no,yes,no,yes,dissatisfied,40,80,70,60,yes,yes,no,yes,yes,tr1236,1,2025
686970000000.0,2025-11-06,in_bound,not discussed,yes,no,yes,no,no,no,customer,yes,yes,yes,no,no,no,yes,no,yes,dissatisfied,20,60,40,40,yes,yes,no,yes,yes,hg5147,1,2025
691674000000.0,2026-01-07,in_bound,not discussed,no,yes,yes,no,yes,no,customer,yes,yes,yes,no,yes,yes,yes,no,yes,dissatisfied,60,20,20,20,yes,yes,no,yes,yes,vw0147,1,2026
622845000000.0,2025-03-28,in_bound,not discussed,no,yes,yes,no,yes,no,customer,yes,yes,yes,no,no,yes,yes,no,yes,dissatisfied,20,60,40,30,yes,no,yes,yes,yes,yn5474,1,2025
690130000000.0,2025-12-15,out_bound,standard,yes,no,yes,no,no,no,customer,no,no,no,yes,no,no,no,no,no,,,,,,,,,,,wf4479,1,2025
691673000000.0,2026-01-06,out_bound,express,yes,no,yes,no,no,no,agent,no,no,not applicable,no,no,no,no,no,no,,,,,,,,,,,cn9537,1,2026
590914000000.0,2024-11-20,out_bound,not discussed,no,no,yes,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,if0924,1,2024
593549000000.0,2025-01-06,out_bound,not discussed,no,no,yes,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,wy0952,1,2025
676790000000.0,2025-06-24,out_bound,not discussed,no,no,yes,no,no,no,customer,no,no,no,no,no,no,no,no,no,,,,,,,,,,,dc9838,1,2025
678203000000.0,2025-07-14,out_bound,standard,yes,no,yes,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,cq6992,1,2025
595126000000.0,2025-01-30,out_bound,standard,yes,no,yes,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,rj6764,1,2025
592449000000.0,2024-12-16,out_bound,not discussed,no,no,yes,no,no,no,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,jf9788,1,2024
678859000000.0,2025-07-23,out_bound,not discussed,no,no,yes,no,yes,yes,agent,no,no,no,no,no,no,no,no,no,,,,,,,,,,,hw9411,1,2025
623174000000.0,2025-04-01,out_bound,not discussed,no,no,yes,no,yes,yes,agent,yes,no,no,no,yes,yes,yes,no,no,dissatisfied,20,60,40,20,yes,yes,no,yes,yes,vm0052,1,2025
591088000000.0,2024-11-25,out_bound,standard,yes,no,yes,no,yes,no,agent,no,no,no,no,no,yes,yes,no,no,dissatisfied,40,60,50,30,no,no,no,yes,yes,vz4093,1,2024
691479000000.0,2026-01-05,out_bound,not discussed,no,no,yes,no,yes,no,customer,yes,no,yes,no,no,no,yes,no,no,satisfied,50,90,90,90,no,no,no,"the contractor was grateful for the agent's assistance and guidance, and seemed to understand the steps needed to complete the questionnaire.",not applicable,za4854,1,2026
688242000000.0,2025-11-21,in_bound,standard,yes,no,yes,no,no,no,customer,no,no,no,no,yes,no,yes,no,no,dissatisfied,20,80,60,60,yes,yes,no,yes,yes,uo8759,1,2025
590439000000.0,2024-11-13,in_bound,not discussed,no,yes,yes,no,yes,no,customer,no,no,no,yes,no,no,yes,no,yes,satisfied,20,90,90,20,yes,no,no,yes,yes,qa6584,1,2024
651142000000.0,2025-06-02,in_bound,not discussed,no,no,yes,no,no,no,customer,yes,no,yes,no,no,no,no,no,no,satisfied,50,90,80,80,no,no,no,the contractor was receptive to the agent's guidance and followed their instructions to complete the questionnaire.,not applicable,qd6831,1,2025
565596000000.0,2024-10-30,in_bound,not discussed,no,no,yes,no,no,no,customer,yes,no,no,no,no,no,no,no,no,"and to resolve an issue with accessing the questionnaire.""",satisfied,50,90,90,90,no,no,"the contractor was appreciative and satisfied with the agent's actions, expressing gratitude for the assistance.",not applicable,ss5503,1,2024
589929000000.0,2024-11-06,out_bound,standard,yes,yes,yes,no,yes,no,agent,yes,no,yes,no,no,no,yes,no,no,dissatisfied,40,80,60,60,yes,no,no,yes,yes,lq2436,1,2024
683106000000.0,2025-09-19,in_bound,not discussed,no,no,yes,no,yes,no,customer,yes,no,yes,no,no,yes,yes,no,yes,dissatisfied,20,30,20,20,yes,yes,no,yes,yes,yb6616,1,2025
688015000000.0,2025-11-20,in_bound,not discussed,no,no,yes,no,no,no,customer,no,no,no,no,no,no,yes,no,no,"despite having notified safe contractor that they would not be renewing their membership.""",satisfied,50,90,90,90,no,no,the contractor was satisfied with the agent's solution and agreed to close the account.,"the contractor mentioned that they wanted to leave because they had obtained an iso 45001 certification with an ssip added, making their safe contractor accreditation redundant.",jg7156,1,2025
684416000000.0,2025-10-07,out_bound,not discussed,no,no,yes,no,yes,no,agent,yes,no,no,no,no,yes,yes,no,no,dissatisfied,50,20,20,20,yes,yes,no,yes,yes,ki9873,1,2025
590914000000.0,2024-11-20,out_bound,not discussed,no,no,yes,no,yes,yes,agent,yes,no,no,no,yes,yes,yes,no,no,dissatisfied,20,60,40,20,yes,yes,no,yes,yes,tn1938,1,2024
594293000000.0,2025-01-16,in_bound,not discussed,no,no,yes,no,yes,yes,customer,no,no,no,no,yes,no,yes,no,no,dissatisfied,20,60,60,60,yes,yes,no,yes,yes,fv0701,1,2025
594293000000.0,2025-01-16,in_bound,not discussed,no,no,yes,no,yes,no,customer,no,no,no,no,yes,no,yes,no,yes,dissatisfied,20,60,40,20,yes,yes,yes,yes,yes,ct0435,1,2025
685919000000.0,2025-10-24,out_bound,not discussed,no,no,yes,no,yes,yes,agent,no,no,no,no,no,no,yes,no,no,dissatisfied,20,60,40,20,yes,yes,no,yes,yes,ce9234,1,2025
688586000000.0,2025-11-27,out_bound,not discussed,no,no,yes,no,no,no,customer,yes,no,no,no,no,no,yes,no,yes,dissatisfied,20,60,60,60,yes,yes,no,yes,yes,uh9693,1,2025
593975000000.0,2025-01-13,in_bound,not discussed,no,no,yes,no,yes,yes,customer,no,no,no,no,no,yes,yes,no,yes,dissatisfied,20,60,40,20,yes,yes,no,yes,yes,vr9482,1,2025
680316000000.0,2025-08-11,in_bound,not discussed,no,no,yes,no,yes,yes,customer,no,no,no,no,no,no,yes,no,yes,dissatisfied,50,20,20,20,yes,yes,no,yes,yes,st3971,1,2025
684084000000.0,2025-10-02,in_bound,not discussed,no,no,yes,no,yes,no,customer,no,no,no,no,no,no,no,no,yes,dissatisfied,20,80,60,20,yes,yes,no,yes,yes,db3207,1,2025
590249000000.0,2024-11-11,out_bound,not discussed,no,yes,yes,no,yes,yes,agent,yes,no,yes,no,yes,yes,yes,no,yes,dissatisfied,20,60,40,20,yes,yes,no,yes,yes,pw1056,1,2024
