Co_Ref,Time_to_Renewal,crm_accreditation_completed,crm_timely_completion,crm_progress_towards_accreditation,crm_delays_in_accreditation,crm_contractor_suggested_leave,crm_contractor_engagement,crm_contractor_sentiment,crm_contractor_sentiment_score,crm_dts_or_ssip_mentioned,crm_customer_payment_intention,crm_competitors_mentioned,crm_membership_level,crm_platform_issues_raised,crm_agent_chased_contractor,crm_agent_chase_count,crm_accreditation_issues,crm_membership_overdue,crm_auto_renewal_status,crm_dissatisified_with_renewal_price,crm_customer_complained,crm_refund_mentioned,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_financial_hardship_mentioned,year
SX0906,pre_renewal,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,Yes,In progress,Yes,Yes,2,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
GN2441,45_out,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,No,In progress,No,Yes,2,Yes,Yes,0,No,Yes,No,Yes,Yes,Not Discussed,2025
NI0941,pre_renewal,No,Not Discussed,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,Yes,In progress,No,No,0,Yes,Yes,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
HG6400,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,No,No,Yes,In progress,No,Yes,3,Yes,Yes,2,No,Yes,No,Yes,Yes,Not Discussed,2025
RH7830,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,No,Yes,No,In progress,Yes,Yes,5,Yes,Yes,2,No,Yes,No,Yes,Yes,Not Discussed,2025
IF0056,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,No,Yes,No,In progress,No,Yes,7,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Yes,2025
KO1391,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,In progress,Yes,Yes,3,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Yes,2025
HT3787,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,In progress,Yes,Yes,8,Yes,Yes,0,Not Discussed,Yes,No,Yes,Yes,Yes,2025
KV4019,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,In progress,Yes,Yes,4,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Yes,2025
LS8142,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,In progress,No,Yes,4,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Yes,2025
WH6611,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,No,No,No,In progress,Yes,Yes,3,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
PC2096,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Not Discussed,Yes,In progress,No,Yes,2,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
SU9129,prior_year,No,No,No,Yes,Yes,Yes,Dissatisfied,0,No,No,No,In progress,No,Yes,3,Yes,Yes,2,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
JA3367,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,0,No,Yes,No,In progress,Yes,Yes,3,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Not Discussed,2025
LB2013,pre_renewal,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,No,Not Discussed,No,In progress,Yes,Yes,Multiple,Yes,Yes,0,No,Yes,No,Yes,Yes,Not Discussed,2025
OD9899,45_out,No,No,No,Yes,Yes,Yes,Dissatisfied,0,No,No,No,In progress,Yes,Yes,1,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
RL5994,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,Yes,In progress,No,Yes,7,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
HD8092,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,No,Yes,No,In progress,No,Yes,3,Yes,Yes,0,No,Yes,No,Yes,Yes,Yes,2025
HP3174,45_out,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,No,Not Discussed,No,In progress,No,Yes,3,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2026
GB6923,pre_renewal,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,In progress,Yes,Yes,2,Yes,Yes,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
XW0749,45_out,No,No,No,Yes,Yes,Yes,Dissatisfied,0,Yes,No,Yes,In progress,Yes,Yes,4,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
BS3132,pre_renewal,No,Not Discussed,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Not Discussed,No,In progress,Yes,Yes,1,Yes,Yes,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
XE3196,45_out,No,No,No,Yes,Yes,Yes,Dissatisfied,0,Yes,Not Discussed,No,In progress,Yes,Yes,1,Yes,Yes,0,No,Yes,No,Yes,Yes,Not Discussed,2026
DD5266,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,Yes,Accredited,No,Yes,5,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Not Discussed,2025
LT6551,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,Accredited,Yes,Yes,3,Yes,Yes,2,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
QE2673,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,Yes,Yes,4,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Not Discussed,2025
MX2081,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,Yes,Accredited,No,Yes,4,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Yes,2025
AW3788,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,Accredited,No,Yes,8,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Not Discussed,2025
DH5726,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,No,No,Accredited,No,Yes,4,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Yes,2025
FW2895,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,Yes,Yes,2,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Yes,2025
HX7597,prior_year,Not Discussed,Not Discussed,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,No,Accredited,Yes,Yes,5,Yes,Yes,2,Yes,Yes,No,Yes,Yes,Not Discussed,2025
DE8748,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,Yes,Yes,5,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
TS5629,pre_renewal,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,No,No,Accredited,Yes,Yes,2,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2026
YT6820,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,Yes,Yes,2,Yes,Yes,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
QY9721,prior_year,No,No,No,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,Yes,Yes,3,Yes,Yes,0,No,Yes,No,Yes,Yes,Yes,2025
OW8799,45_out,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,No,Accredited,Yes,Yes,2,Yes,Yes,0,Not Discussed,Yes,No,Yes,Yes,No,2025
CS4595,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,No,Yes,5,Yes,Yes,0,No,Yes,No,Yes,Yes,Not Discussed,2025
YU8321,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,Yes,Yes,2,Yes,Yes,0,No,Yes,No,Yes,Yes,Not Discussed,2025
LQ2624,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,No,Accredited,No,Yes,5,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
PF5128,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,No,Accredited,No,Yes,3,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
PG2582,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,Yes,Yes,3,Yes,Yes,0,No,Yes,No,Yes,Yes,Not Discussed,2025
RD0381,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,No,Yes,1,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
EM1597,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,Yes,Yes,2,Yes,Yes,0,No,Yes,No,Yes,Yes,Yes,2025
ND0282,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,No,Accredited,Yes,Yes,4,Yes,Yes,0,No,Yes,No,Yes,Yes,Yes,2025
PW1056,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,Yes,Yes,3,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
SH5241,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,Yes,Yes,5,Yes,Yes,0,Not Discussed,Yes,No,Yes,Yes,Yes,2025
AP7473,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,Yes,Accredited,Yes,Yes,4,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
MR6270,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,Yes,Accredited,Yes,Yes,7,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
QT8625,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,Yes,Accredited,Yes,Yes,2,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
GB6923,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,Yes,Accredited,Yes,Yes,6,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
TQ6949,prior_year,Not Discussed,Not Discussed,Not Discussed,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,Yes,Accredited,No,Yes,2,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
CA7112,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Not Discussed,Yes,Accredited,No,Yes,5,Yes,Yes,0,No,Yes,No,Yes,Yes,Not Discussed,2025
ET2924,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,Accredited,No,Yes,4,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
LU3493,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,Yes,Accredited,No,Yes,3,Yes,Yes,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
FK0646,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,Yes,Accredited,No,Yes,2,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
HV6147,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Not Discussed,No,Accredited,Yes,Yes,3,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
XM9759,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,Accredited,Yes,Yes,5,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
AX4441,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,Yes,Accredited,No,Yes,5,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
DY1831,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,Accredited,Yes,Yes,8,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
NA8866,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,Yes,Accredited,No,Yes,4,Yes,Yes,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
OE1821,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Not Discussed,No,Accredited,Yes,Yes,2,Yes,Yes,0,No,Yes,No,Yes,Yes,Not Discussed,2025
NY3479,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Not Discussed,No,Accredited,No,Yes,2,Yes,Yes,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
EZ5008,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,Yes,Accredited,No,Yes,3,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
QV4275,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,Accredited,Yes,Yes,3,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
BN7336,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,Yes,Accredited,No,Yes,3,Yes,Yes,0,Yes,Yes,No,Yes,Yes,No,2025
FF2893,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,Accredited,No,Yes,7,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
YF9406,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Not Discussed,No,Accredited,No,Yes,1,Yes,Yes,0,No,Yes,No,Yes,Yes,Yes,2025
QT9395,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,Accredited,No,Yes,3,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
ZA5046,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,0,Yes,Yes,No,Accredited,Yes,Yes,5,Yes,Yes,0,No,Yes,No,Yes,Yes,Yes,2025
AH0535,prior_year,No,No,No,Yes,Yes,Yes,Dissatisfied,0,Yes,Yes,Yes,Accredited,Yes,Yes,4,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
QT9395,45_out,No,No,No,Yes,Yes,Yes,Dissatisfied,0,Yes,Not Discussed,No,Accredited,No,Yes,10,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
KS3122,prior_year,No,No,Not Discussed,Yes,Yes,Yes,Dissatisfied,0,Yes,No,Yes,Accredited,Yes,Yes,5,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
WC0872,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,No,Yes,No,Accredited,Yes,Yes,2,Yes,Yes,0,No,Yes,No,Yes,Yes,Not Discussed,2025
JI2102,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,No,No,No,Accredited,No,Yes,2,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
ZG7950,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,No,Yes,Yes,Accredited,Yes,Yes,3,Yes,Yes,0,Yes,Yes,No,Yes,Yes,No,2025
JZ0438,pre_renewal,No,Not Discussed,No,Yes,Yes,Yes,Dissatisfied,0,No,No,No,Accredited,Yes,Yes,3,Yes,Yes,0,No,Yes,No,Yes,Yes,Not Discussed,2025
SU6150,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,No,Yes,No,Accredited,Yes,Yes,7,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
WP4362,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,No,Yes,No,Accredited,Yes,Yes,7,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
ZS4702,prior_year,Not Discussed,No,Not Discussed,Yes,Yes,Yes,Dissatisfied,30,No,Yes,No,Accredited,Yes,Yes,6,Yes,Yes,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
IK8223,prior_year,Not Discussed,Not Discussed,Not Discussed,Yes,Yes,Yes,Dissatisfied,0,No,No,No,Accredited,Yes,Yes,2,Yes,Yes,0,No,Yes,No,Yes,Yes,Not Discussed,2025
PZ5311,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,No,Yes,No,Accredited,Yes,Yes,4,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
ZM5403,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,No,Yes,No,Accredited,Yes,Yes,7,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
BS5945,14_out,No,Not Discussed,No,Yes,Yes,Yes,Dissatisfied,0,No,No,No,Accredited,Yes,Yes,Numerous occasions (no specific number given),Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
IB2628,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,No,Yes,No,Accredited,No,Yes,2,Yes,Yes,0,Yes,Yes,No,Yes,Yes,Yes,2025
HT0202,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,Yes,In progress,No,Yes,2,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
SV1607,pre_renewal,No,Not Discussed,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,Yes,In progress,No,Yes,1,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2026
CG3852,prior_year,No,Not Discussed,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,Yes,In progress,Yes,Yes,2,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
EJ4284,45_out,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,No,Not Discussed,Yes,In progress,No,Yes,1,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,No,2025
HX9017,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,No,Yes,No,In progress,Yes,Yes,2,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Yes,2025
PD1656,45_out,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,No,Yes,Yes,In progress,No,Yes,2,Yes,Not Discussed,0,No,Yes,No,Yes,Yes,Not Discussed,2025
TG6804,45_out,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,No,Not Discussed,No,In progress,Yes,Yes,2,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
VS3807,45_out,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,Yes,In progress,Yes,No,0,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
AI5460,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,No,No,In progress,No,Yes,8,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
MY4519,prior_year,No,Not Discussed,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,No,Yes,In progress,No,Yes,2,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
ZY1918,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,Yes,In progress,Yes,Yes,2,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
LQ8969,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,No,In progress,Yes,Yes,2,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Yes,2025
MZ6563,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,No,In progress,Yes,Yes,3,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
LG4196,pre_renewal,Not Discussed,Not Discussed,Not Discussed,Yes,Yes,Yes,Dissatisfied,30,No,No,No,In progress,No,Yes,2,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Yes,2025
ZM4239,pre_renewal,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,Yes,In progress,Yes,No,0,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Not Discussed,2026
CP1241,14_out,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Not Discussed,Yes,In progress,Yes,Yes,3,Yes,Not Discussed,2,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
RS3715,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,No,Yes,No,In progress,Yes,Yes,4,Yes,Not Discussed,2,Not Discussed,Yes,No,Yes,Yes,Yes,2025
NT1589,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,No,No,No,In progress,Yes,Yes,2,Yes,Not Discussed,2,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
RX6832,45_out,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,Yes,In progress,No,Yes,2,Yes,Not Discussed,2,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
FC7627,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,Not Discussed,In progress,Yes,Yes,5,Yes,Not Discussed,2,Yes,Yes,No,Yes,Yes,Yes,2025
RU1773,prior_year,No,No,No,Yes,Yes,Yes,Dissatisfied,0,No,Not Discussed,No,In progress,Yes,Yes,3,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Yes,2025
AL3321,45_out,No,No,No,Yes,Yes,Yes,Dissatisfied,0,No,No,No,In progress,No,Yes,3,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
BO8797,pre_renewal,No,Not Discussed,No,Yes,Yes,Yes,Dissatisfied,0,No,Not Discussed,No,In progress,Not Discussed,Yes,3,Yes,Not Discussed,2,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
LB2013,14_out,No,Not Discussed,No,Yes,Yes,Yes,Dissatisfied,0,No,No,No,In progress,Yes,Yes,4,Yes,Not Discussed,2,No,Yes,No,Yes,Yes,Not Discussed,2025
PI6895,45_out,No,No,No,Yes,Yes,Yes,Dissatisfied,0,No,Not Discussed,No,In progress,No,Yes,2,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
OL7254,pre_renewal,No,Not Discussed,No,Yes,Yes,Yes,Dissatisfied,0,No,Not Discussed,No,In progress,No,No,0,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
CT4484,14_out,No,Not Discussed,Not Discussed,Yes,Yes,Yes,Dissatisfied,0,Yes,No,No,In progress,Yes,Yes,3,Yes,Not Discussed,2,Yes,Yes,No,Yes,Yes,Not Discussed,2025
EA3046,14_out,No,Not Discussed,No,Yes,Yes,Yes,Dissatisfied,0,No,No,No,In progress,Yes,Yes,1,Yes,Not Discussed,2,Yes,Yes,No,Yes,Yes,Yes,2025
TE6912,45_out,No,No,No,Yes,Yes,Yes,Dissatisfied,0,Yes,Not Discussed,Yes,In progress,Yes,Yes,3,Yes,Not Discussed,2,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
CE1621,14_out,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Not Discussed,No,In progress,Yes,Yes,2,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Yes,2025
HT8016,45_out,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Not Discussed,No,In progress,No,No,0,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,No,2025
HG7388,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,No,Yes,No,In progress,Yes,Yes,4,Yes,Not Discussed,0,No,Yes,No,Yes,Yes,Not Discussed,2025
ZO9210,45_out,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Not Discussed,No,In progress,No,Yes,3,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
PL3394,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,35,Yes,Not Discussed,No,In progress,No,Yes,3,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Yes,2025
QA5677,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,No,Not Discussed,Yes,In progress,No,Yes,1,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Yes,2026
JG5425,14_out,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,In progress,Yes,No,0,Yes,Not Discussed,2,Yes,Yes,No,Yes,Yes,Not Discussed,2025
RC6462,45_out,No,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Not Discussed,No,In progress,No,Yes,1,Yes,Not Discussed,2,Yes,Yes,No,Yes,Yes,No,2025
LG4840,45_out,No,No,No,Yes,Yes,Yes,Dissatisfied,10,No,Not Discussed,No,In progress,No,Yes,1,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Yes,2025
FJ1053,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,38,Yes,Yes,Yes,Accredited,No,Yes,3,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Yes,2025
QP7278,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,No,Accredited,No,Yes,3,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,No,2025
GO5593,pre_renewal,Not Discussed,Not Discussed,Not Discussed,Yes,Yes,Yes,Dissatisfied,0,No,No,No,Accredited,Yes,No,0,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Yes,2025
HX8804,prior_year,No,Not Discussed,No,Yes,Yes,Yes,Dissatisfied,0,Yes,Not Discussed,No,Accredited,Yes,No,0,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Not Discussed,2025
QA9939,45_out,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,Yes,Yes,No,Accredited,Yes,Yes,2,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Yes,2025
SO1978,prior_year,No,No,Yes,Yes,Yes,Yes,Dissatisfied,30,No,Not Discussed,No,Accredited,Yes,Yes,2,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
VJ2314,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,40,Yes,Yes,Yes,Accredited,Yes,No,0,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Yes,2025
BA8866,45_out,Yes,No,Not Discussed,Yes,Yes,Yes,Dissatisfied,0,No,No,No,Accredited,Yes,Yes,2,Yes,Not Discussed,0,Yes,Yes,No,Yes,Yes,Not Discussed,2025
LL6001,prior_year,Yes,No,Yes,Yes,Yes,Yes,Dissatisfied,30,No,Not Discussed,No,Accredited,No,Yes,4,Yes,Not Discussed,0,Not Discussed,Yes,No,Yes,Yes,Yes,2025
